,,label,label,window_index,window_index,window_start_sec,window_start_sec,window_end_sec,window_end_sec
chb02,chb02_35.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb03,chb03_01.edf,1798,29,0,1797,0.0,3594.0,4.0,3598.0
chb03,chb03_02.edf,1798,35,0,1797,0.0,3594.0,4.0,3598.0
chb03,chb03_03.edf,1798,37,0,1797,0.0,3594.0,4.0,3598.0
chb03,chb03_04.edf,1798,29,0,1797,0.0,3594.0,4.0,3598.0
chb03,chb03_05.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb03,chb03_06.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb03,chb03_07.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb03,chb03_08.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb03,chb03_09.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb03,chb03_10.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb03,chb03_11.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb03,chb03_12.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb03,chb03_13.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb03,chb03_14.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb03,chb03_15.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb03,chb03_16.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb03,chb03_17.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb03,chb03_18.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb03,chb03_19.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb03,chb03_20.edf,1801,0,0,1800,0.0,3600.0,4.0,3604.0
chb03,chb03_21.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb03,chb03_22.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb03,chb03_23.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb03,chb03_24.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb03,chb03_25.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb03,chb03_26.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb03,chb03_27.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb03,chb03_28.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb03,chb03_29.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb03,chb03_30.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb03,chb03_31.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb03,chb03_32.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb03,chb03_33.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb03,chb03_34.edf,1798,26,0,1797,0.0,3594.0,4.0,3598.0
chb03,chb03_35.edf,1798,35,0,1797,0.0,3594.0,4.0,3598.0
chb03,chb03_36.edf,1798,29,0,1797,0.0,3594.0,4.0,3598.0
chb03,chb03_37.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb03,chb03_38.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb04,chb04_01.edf,7197,0,0,7196,0.0,14392.0,4.0,14396.0
chb04,chb04_02.edf,7198,0,0,7197,0.0,14394.0,4.0,14398.0
chb04,chb04_03.edf,7198,0,0,7197,0.0,14394.0,4.0,14398.0
chb04,chb04_04.edf,7198,0,0,7197,0.0,14394.0,4.0,14398.0
chb04,chb04_05.edf,4766,27,0,4765,0.0,9530.0,4.0,9534.0
chb04,chb04_06.edf,7198,0,0,7197,0.0,14394.0,4.0,14398.0
chb04,chb04_07.edf,3746,0,0,3745,0.0,7490.0,4.0,7494.0
chb04,chb04_08.edf,7198,58,0,7197,0.0,14394.0,4.0,14398.0
chb04,chb04_09.edf,7198,0,0,7197,0.0,14394.0,4.0,14398.0
chb04,chb04_10.edf,7198,0,0,7197,0.0,14394.0,4.0,14398.0
chb04,chb04_11.edf,2414,0,0,2413,0.0,4826.0,4.0,4830.0
chb04,chb04_12.edf,7208,0,0,7207,0.0,14414.0,4.0,14418.0
chb04,chb04_13.edf,7197,0,0,7196,0.0,14392.0,4.0,14396.0
chb04,chb04_14.edf,7207,0,0,7206,0.0,14412.0,4.0,14416.0
chb04,chb04_15.edf,7198,0,0,7197,0.0,14394.0,4.0,14398.0
chb04,chb04_16.edf,7198,0,0,7197,0.0,14394.0,4.0,14398.0
chb04,chb04_17.edf,6864,0,0,6863,0.0,13726.0,4.0,13730.0
chb04,chb04_18.edf,7211,0,0,7210,0.0,14420.0,4.0,14424.0
chb04,chb04_19.edf,7198,0,0,7197,0.0,14394.0,4.0,14398.0
chb04,chb04_21.edf,7198,0,0,7197,0.0,14394.0,4.0,14398.0
chb04,chb04_22.edf,7198,0,0,7197,0.0,14394.0,4.0,14398.0
chb04,chb04_23.edf,5340,0,0,5339,0.0,10678.0,4.0,10682.0
chb04,chb04_24.edf,7201,0,0,7200,0.0,14400.0,4.0,14404.0
chb04,chb04_25.edf,7198,0,0,7197,0.0,14394.0,4.0,14398.0
chb04,chb04_26.edf,7198,0,0,7197,0.0,14394.0,4.0,14398.0
chb04,chb04_27.edf,7212,0,0,7211,0.0,14422.0,4.0,14426.0
chb04,chb04_28.edf,7210,114,0,7209,0.0,14418.0,4.0,14422.0
chb04,chb04_29.edf,7200,0,0,7199,0.0,14398.0,4.0,14402.0
chb04,chb04_30.edf,7198,0,0,7197,0.0,14394.0,4.0,14398.0
chb04,chb04_31.edf,7198,0,0,7197,0.0,14394.0,4.0,14398.0
chb04,chb04_32.edf,7198,0,0,7197,0.0,14394.0,4.0,14398.0
chb04,chb04_33.edf,7198,0,0,7197,0.0,14394.0,4.0,14398.0
chb04,chb04_34.edf,7198,0,0,7197,0.0,14394.0,4.0,14398.0
chb04,chb04_35.edf,7198,0,0,7197,0.0,14394.0,4.0,14398.0
chb04,chb04_36.edf,7198,0,0,7197,0.0,14394.0,4.0,14398.0
chb04,chb04_37.edf,2805,0,0,2804,0.0,5608.0,4.0,5612.0
chb04,chb04_38.edf,7198,0,0,7197,0.0,14394.0,4.0,14398.0
chb04,chb04_39.edf,7198,0,0,7197,0.0,14394.0,4.0,14398.0
chb04,chb04_40.edf,7198,0,0,7197,0.0,14394.0,4.0,14398.0
chb04,chb04_41.edf,7198,0,0,7197,0.0,14394.0,4.0,14398.0
chb04,chb04_42.edf,2910,0,0,2909,0.0,5818.0,4.0,5822.0
chb04,chb04_43.edf,7198,0,0,7197,0.0,14394.0,4.0,14398.0
chb05,chb05_01.edf,1803,0,0,1802,0.0,3604.0,4.0,3608.0
chb05,chb05_02.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb05,chb05_03.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb05,chb05_04.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb05,chb05_05.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb05,chb05_06.edf,1798,60,0,1797,0.0,3594.0,4.0,3598.0
chb05,chb05_07.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb05,chb05_08.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb05,chb05_09.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb05,chb05_10.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb05,chb05_11.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb05,chb05_12.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb05,chb05_13.edf,1798,58,0,1797,0.0,3594.0,4.0,3598.0
chb05,chb05_14.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb05,chb05_15.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb05,chb05_16.edf,1798,50,0,1797,0.0,3594.0,4.0,3598.0
chb05,chb05_17.edf,1798,62,0,1797,0.0,3594.0,4.0,3598.0
chb05,chb05_18.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb05,chb05_19.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb05,chb05_20.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb05,chb05_21.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb05,chb05_22.edf,1798,61,0,1797,0.0,3594.0,4.0,3598.0
chb05,chb05_23.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb05,chb05_24.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb05,chb05_25.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb05,chb05_26.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb05,chb05_27.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb05,chb05_28.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb05,chb05_29.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb05,chb05_30.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb05,chb05_31.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb05,chb05_32.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb05,chb05_33.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb05,chb05_34.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb05,chb05_35.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb05,chb05_36.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb05,chb05_37.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb05,chb05_38.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb05,chb05_39.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb06,chb06_01.edf,7212,30,0,7211,0.0,14422.0,4.0,14426.0
chb06,chb06_02.edf,7198,0,0,7197,0.0,14394.0,4.0,14398.0
chb06,chb06_03.edf,7198,0,0,7197,0.0,14394.0,4.0,14398.0
chb06,chb06_04.edf,6629,24,0,6628,0.0,13256.0,4.0,13260.0
chb06,chb06_05.edf,7198,0,0,7197,0.0,14394.0,4.0,14398.0
chb06,chb06_06.edf,7198,0,0,7197,0.0,14394.0,4.0,14398.0
chb06,chb06_07.edf,7198,0,0,7197,0.0,14394.0,4.0,14398.0
chb06,chb06_08.edf,7198,0,0,7197,0.0,14394.0,4.0,14398.0
chb06,chb06_09.edf,7198,11,0,7197,0.0,14394.0,4.0,14398.0
chb06,chb06_10.edf,7198,8,0,7197,0.0,14394.0,4.0,14398.0
chb06,chb06_12.edf,7198,0,0,7197,0.0,14394.0,4.0,14398.0
chb06,chb06_13.edf,7198,9,0,7197,0.0,14394.0,4.0,14398.0
chb06,chb06_14.edf,7198,0,0,7197,0.0,14394.0,4.0,14398.0
chb06,chb06_15.edf,7198,0,0,7197,0.0,14394.0,4.0,14398.0
chb06,chb06_16.edf,1513,0,0,1512,0.0,3024.0,4.0,3028.0
chb06,chb06_17.edf,7198,0,0,7197,0.0,14394.0,4.0,14398.0
chb06,chb06_18.edf,3962,8,0,3961,0.0,7922.0,4.0,7926.0
chb06,chb06_24.edf,7198,10,0,7197,0.0,14394.0,4.0,14398.0
chb07,chb07_01.edf,7204,0,0,7203,0.0,14406.0,4.0,14410.0
chb07,chb07_02.edf,7198,0,0,7197,0.0,14394.0,4.0,14398.0
chb07,chb07_03.edf,7198,0,0,7197,0.0,14394.0,4.0,14398.0
chb07,chb07_04.edf,7198,0,0,7197,0.0,14394.0,4.0,14398.0
chb07,chb07_05.edf,7198,0,0,7197,0.0,14394.0,4.0,14398.0
chb07,chb07_06.edf,2458,0,0,2457,0.0,4914.0,4.0,4918.0
chb07,chb07_07.edf,2328,0,0,2327,0.0,4654.0,4.0,4658.0
chb07,chb07_08.edf,7198,0,0,7197,0.0,14394.0,4.0,14398.0
chb07,chb07_09.edf,7198,0,0,7197,0.0,14394.0,4.0,14398.0
chb07,chb07_10.edf,7198,0,0,7197,0.0,14394.0,4.0,14398.0
chb07,chb07_11.edf,7198,0,0,7197,0.0,14394.0,4.0,14398.0
chb07,chb07_12.edf,7198,46,0,7197,0.0,14394.0,4.0,14398.0
chb07,chb07_13.edf,1861,50,0,1860,0.0,3720.0,4.0,3724.0
chb07,chb07_14.edf,7198,0,0,7197,0.0,14394.0,4.0,14398.0
chb07,chb07_15.edf,7198,0,0,7197,0.0,14394.0,4.0,14398.0
chb07,chb07_16.edf,7198,0,0,7197,0.0,14394.0,4.0,14398.0
chb07,chb07_17.edf,7198,0,0,7197,0.0,14394.0,4.0,14398.0
chb07,chb07_18.edf,6028,0,0,6027,0.0,12054.0,4.0,12058.0
chb07,chb07_19.edf,7204,74,0,7203,0.0,14406.0,4.0,14410.0
chb08,chb08_02.edf,1798,88,0,1797,0.0,3594.0,4.0,3598.0
chb08,chb08_03.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb08,chb08_04.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb08,chb08_05.edf,1798,98,0,1797,0.0,3594.0,4.0,3598.0
chb08,chb08_10.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb08,chb08_11.edf,1798,70,0,1797,0.0,3594.0,4.0,3598.0
chb08,chb08_12.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb08,chb08_13.edf,1798,82,0,1797,0.0,3594.0,4.0,3598.0
chb08,chb08_14.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb08,chb08_15.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb08,chb08_16.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb08,chb08_17.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb08,chb08_18.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb08,chb08_19.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb08,chb08_20.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb08,chb08_21.edf,1798,134,0,1797,0.0,3594.0,4.0,3598.0
chb08,chb08_22.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb08,chb08_23.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb08,chb08_24.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb08,chb08_29.edf,1810,0,0,1809,0.0,3618.0,4.0,3622.0
chb09,chb09_01.edf,4010,0,0,4009,0.0,8018.0,4.0,8022.0
chb09,chb09_02.edf,7198,0,0,7197,0.0,14394.0,4.0,14398.0
chb09,chb09_03.edf,7198,0,0,7197,0.0,14394.0,4.0,14398.0
chb09,chb09_04.edf,7206,0,0,7205,0.0,14410.0,4.0,14414.0
chb09,chb09_05.edf,7198,0,0,7197,0.0,14394.0,4.0,14398.0
chb09,chb09_06.edf,7198,34,0,7197,0.0,14394.0,4.0,14398.0
chb09,chb09_07.edf,7198,0,0,7197,0.0,14394.0,4.0,14398.0
chb09,chb09_08.edf,7198,80,0,7197,0.0,14394.0,4.0,14398.0
chb09,chb09_09.edf,7198,0,0,7197,0.0,14394.0,4.0,14398.0
chb09,chb09_10.edf,7198,0,0,7197,0.0,14394.0,4.0,14398.0
chb09,chb09_11.edf,7198,0,0,7197,0.0,14394.0,4.0,14398.0
chb09,chb09_12.edf,7198,0,0,7197,0.0,14394.0,4.0,14398.0
chb09,chb09_13.edf,7201,0,0,7200,0.0,14400.0,4.0,14404.0
chb09,chb09_14.edf,7204,0,0,7203,0.0,14406.0,4.0,14410.0
chb09,chb09_15.edf,7209,0,0,7208,0.0,14416.0,4.0,14420.0
chb09,chb09_16.edf,6794,0,0,6793,0.0,13586.0,4.0,13590.0
chb09,chb09_17.edf,485,0,0,484,0.0,968.0,4.0,972.0
chb09,chb09_18.edf,7198,0,0,7197,0.0,14394.0,4.0,14398.0
chb09,chb09_19.edf,2848,33,0,2847,0.0,5694.0,4.0,5698.0
chb10,chb10_01.edf,3608,0,0,3607,0.0,7214.0,4.0,7218.0
chb10,chb10_02.edf,3598,0,0,3597,0.0,7194.0,4.0,7198.0
chb10,chb10_03.edf,3598,0,0,3597,0.0,7194.0,4.0,7198.0
chb10,chb10_04.edf,3598,0,0,3597,0.0,7194.0,4.0,7198.0
chb10,chb10_05.edf,3598,0,0,3597,0.0,7194.0,4.0,7198.0
chb10,chb10_06.edf,3598,0,0,3597,0.0,7194.0,4.0,7198.0
chb10,chb10_07.edf,3598,0,0,3597,0.0,7194.0,4.0,7198.0
chb10,chb10_08.edf,3598,0,0,3597,0.0,7194.0,4.0,7198.0
chb10,chb10_12.edf,3598,20,0,3597,0.0,7194.0,4.0,7198.0
chb10,chb10_13.edf,3598,0,0,3597,0.0,7194.0,4.0,7198.0
chb10,chb10_14.edf,3598,0,0,3597,0.0,7194.0,4.0,7198.0
chb10,chb10_15.edf,3598,0,0,3597,0.0,7194.0,4.0,7198.0
chb10,chb10_16.edf,3598,0,0,3597,0.0,7194.0,4.0,7198.0
chb10,chb10_17.edf,3598,0,0,3597,0.0,7194.0,4.0,7198.0
chb10,chb10_18.edf,3598,0,0,3597,0.0,7194.0,4.0,7198.0
chb10,chb10_19.edf,3598,0,0,3597,0.0,7194.0,4.0,7198.0
chb10,chb10_20.edf,3604,38,0,3603,0.0,7206.0,4.0,7210.0
chb10,chb10_21.edf,3598,0,0,3597,0.0,7194.0,4.0,7198.0
chb10,chb10_22.edf,3598,0,0,3597,0.0,7194.0,4.0,7198.0
chb10,chb10_27.edf,3607,35,0,3606,0.0,7212.0,4.0,7216.0
chb10,chb10_28.edf,3598,0,0,3597,0.0,7194.0,4.0,7198.0
chb10,chb10_30.edf,3605,31,0,3604,0.0,7208.0,4.0,7212.0
chb10,chb10_31.edf,3609,40,0,3608,0.0,7216.0,4.0,7220.0
chb10,chb10_38.edf,3598,47,0,3597,0.0,7194.0,4.0,7198.0
chb10,chb10_89.edf,3598,29,0,3597,0.0,7194.0,4.0,7198.0
chb11,chb11_01.edf,1797,0,0,1796,0.0,3592.0,4.0,3596.0
chb11,chb11_02.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb11,chb11_03.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb11,chb11_04.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb11,chb11_05.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb11,chb11_06.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb11,chb11_07.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb11,chb11_08.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb11,chb11_09.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb11,chb11_10.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb11,chb11_11.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb11,chb11_12.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb11,chb11_13.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb11,chb11_14.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb11,chb11_15.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb11,chb11_16.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb11,chb11_17.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb11,chb11_18.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb11,chb11_19.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb11,chb11_24.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb11,chb11_25.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb11,chb11_26.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb11,chb11_27.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb11,chb11_53.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb11,chb11_54.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb11,chb11_55.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb11,chb11_56.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb11,chb11_58.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb11,chb11_60.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb11,chb11_61.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb11,chb11_62.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb11,chb11_63.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb11,chb11_82.edf,1798,14,0,1797,0.0,3594.0,4.0,3598.0
chb11,chb11_92.edf,1798,18,0,1797,0.0,3594.0,4.0,3598.0
chb11,chb11_99.edf,1428,379,0,1427,0.0,2854.0,4.0,2858.0
chb12,chb12_06.edf,1801,51,0,1800,0.0,3600.0,4.0,3604.0
chb12,chb12_08.edf,1798,51,0,1797,0.0,3594.0,4.0,3598.0
chb12,chb12_09.edf,1804,37,0,1803,0.0,3606.0,4.0,3610.0
chb12,chb12_10.edf,1804,43,0,1803,0.0,3606.0,4.0,3610.0
chb12,chb12_11.edf,1214,21,0,1213,0.0,2426.0,4.0,2430.0
